statecounty,margin,nixon,humphrey,wallace,hex_color
39153,8.34, 39.56, 47.89, 12.52,641f7a
39155,8.81, 39.97, 48.77, 11.25,651c7c
39157,4.67, 43.44, 48.11, 8.44,6e157a
39159,38.91, 62.66, 23.74, 13.60,9f223c
39161,25.69, 57.92, 32.23, 9.85,931952
39163,14.40, 52.31, 37.91, 9.76,851860
39165,22.71, 48.68, 25.97, 25.35,7c4042
39167,24.33, 58.25, 33.92, 7.83,941356
39169,24.10, 58.34, 34.24, 7.41,941257
39171,26.72, 59.76, 33.04, 7.19,981254
39173,17.52, 53.81, 36.30, 9.86,89195c
39175,25.80, 57.90, 32.10, 10.01,931951
40001,24.47, 53.02, 28.55, 18.43,872e48
40003,46.97, 69.46, 22.49, 8.06,b11439
40005,5.14, 27.29, 33.78, 38.92,456356
40007,48.42, 68.70, 20.28, 11.02,af1c33
40009,8.50, 42.92, 34.42, 22.66,6d3957
40011,34.65, 60.08, 25.43, 14.49,992440
40013,5.94, 33.24, 39.17, 27.59,544663
40015,4.64, 43.70, 39.07, 17.23,6f2b63
40017,19.29, 49.12, 29.83, 21.05,7d354c
40019,4.74, 35.73, 40.47, 23.79,5b3c67
40021,16.89, 47.32, 30.44, 22.24,78384d
40023,9.52, 26.03, 41.74, 32.23,42526a
40025,28.54, 53.81, 20.91, 25.28,894035
40027,14.86, 48.29, 33.43, 18.28,7b2e55
40029,13.03, 29.64, 42.67, 27.69,4b466c
40031,5.02, 39.82, 34.80, 25.38,654058
40033,5.65, 32.64, 38.29, 29.07,534a61
40035,9.78, 44.67, 34.89, 20.44,713458
40037,11.15, 43.34, 32.20, 24.46,6e3e52
40039,23.82, 56.31, 32.49, 11.19,8f1c52
40041,15.51, 47.29, 31.78, 20.93,783551
40043,26.05, 53.46, 27.40, 19.14,883045
40045,41.72, 62.54, 20.82, 16.64,9f2a35
40047,36.96, 61.99, 25.03, 12.99,9e213f
40049,0.57, 36.75, 37.33, 25.92,5d425f
40051,4.66, 38.15, 42.81, 19.04,61306d
40053,34.89, 61.82, 26.94, 11.24,9d1c44
40055,5.58, 35.26, 40.85, 23.89,593c68
40057,21.13, 30.04, 51.17, 18.80,4c2f82
40059,40.99, 63.00, 22.01, 15.00,a02638
40061,1.15, 37.05, 38.20, 24.76,5e3f61
40063,12.06, 33.60, 45.67, 20.73,553474
40065,15.17, 30.36, 45.52, 24.12,4d3d74
40067,27.28, 25.09, 52.36, 22.55,3f3985
40069,5.19, 32.37, 37.55, 30.08,524c5f
40071,31.12, 59.06, 27.93, 13.01,962147
40073,42.37, 64.64, 22.27, 13.08,a42138
40075,3.56, 43.22, 39.67, 17.11,6e2b65
40077,7.77, 32.73, 40.50, 26.76,534467
40079,3.83, 32.83, 36.66, 30.51,534d5d
40081,19.08, 47.43, 28.35, 24.22,783d48
40083,17.80, 48.55, 30.75, 20.71,7b344e
40085,6.95, 28.52, 39.22, 32.27,485264
40087,3.70, 36.98, 33.27, 29.75,5e4b54
40089,0.74, 32.43, 34.16, 33.41,525557
40091,4.99, 33.71, 38.70, 27.59,554662
40093,55.87, 72.84, 16.97, 10.20,b91a2b
40095,0.53, 35.71, 35.17, 29.12,5b4a59
40097,14.72, 44.63, 29.91, 25.47,71404c
40099,7.50, 34.18, 41.68, 24.14,573d6a
40101,2.95, 38.39, 41.34, 20.26,613369
40103,30.34, 58.92, 28.58, 12.51,961f48
40105,17.78, 46.92, 29.14, 23.95,773d4a
40107,2.05, 37.94, 39.99, 22.07,603865
40109,17.51, 49.73, 32.22, 18.05,7e2e52
40111,10.20, 34.81, 45.02, 20.17,583372
40113,13.36, 46.50, 33.14, 20.36,763354
40115,1.60, 44.48, 42.88, 12.64,71206d
40117,22.94, 51.09, 28.16, 20.75,823447
40119,21.35, 53.73, 32.38, 13.89,892352
40121,15.45, 28.79, 44.24, 26.97,494470
40123,1.20, 38.26, 39.45, 22.29,613864
40125,1.02, 39.44, 38.42, 22.14,643861
40127,1.47, 32.72, 32.91, 34.38,535753
40129,15.71, 45.31, 29.61, 25.08,733f4b
40131,14.28, 44.37, 25.53, 30.09,714c41
40133,1.83, 38.09, 39.92, 21.99,613865
40135,2.36, 36.93, 34.57, 28.50,5e4858
40137,1.81, 38.46, 36.65, 24.90,623f5d
40139,43.57, 63.65, 20.07, 16.28,a22933
40141,0.47, 35.71, 36.18, 28.11,5b475c
40143,34.16, 57.11, 22.95, 19.94,91323a
40145,12.12, 41.76, 28.60, 29.64,6a4b48
40147,39.77, 62.36, 22.59, 15.05,9f2639
40149,15.72, 49.65, 33.92, 16.43,7e2956
40151,37.19, 63.81, 26.62, 9.57,a21843
40153,39.35, 64.01, 24.66, 11.32,a31c3e
41001,13.54, 52.93, 39.39, 7.67,861364
41003,26.90, 61.29, 34.38, 3.94,9c0a57
41005,6.92, 50.60, 43.68, 5.72,810e6f
41007,3.40, 45.61, 49.01, 5.11,740d7c
41009,16.80, 38.09, 54.89, 6.59,61108b
41011,12.70, 39.40, 52.10, 8.46,641584
41013,3.22, 47.88, 44.66, 7.10,7a1271
41015,8.23, 49.12, 40.90, 9.22,7d1768
41017,6.59, 49.86, 43.27, 6.57,7f106e
41019,16.19, 51.40, 35.21, 13.16,832159
41021,16.34, 55.27, 38.93, 5.80,8c0e63
41023,24.80, 58.00, 33.19, 8.49,931554
41025,20.33, 56.58, 36.25, 6.89,90115c
41027,3.99, 48.84, 44.86, 6.07,7c0f72
41029,19.70, 56.19, 36.49, 7.02,8f115d
41031,16.85, 55.26, 38.41, 5.96,8c0f61
41033,27.98, 57.64, 29.66, 12.27,921f4b
41035,23.36, 56.44, 33.08, 10.20,8f1a54
41037,32.26, 61.40, 29.14, 9.14,9c174a
41039,6.26, 49.12, 42.86, 7.24,7d126d
41041,0.21, 47.02, 46.82, 6.16,770f77
41043,10.59, 51.90, 41.31, 6.79,841169
41045,40.98, 65.16, 24.17, 10.67,a61b3d
41047,14.58, 54.80, 40.23, 4.97,8b0c66
41049,13.78, 54.30, 40.52, 5.19,8a0d67
41051,7.32, 43.87, 51.19, 4.54,6f0b82
41053,16.20, 55.66, 39.46, 4.62,8d0b64
41055,24.06, 59.32, 35.26, 5.42,970d59
41057,4.77, 44.73, 49.50, 5.40,720d7e
41059,15.71, 54.80, 39.09, 5.84,8b0e63
41061,5.00, 49.00, 44.00, 6.73,7c1170
41063,19.00, 55.69, 36.69, 7.08,8e125d
41065,0.92, 46.26, 47.17, 6.19,750f78
41067,18.65, 56.99, 38.34, 4.29,910a61
41069,19.82, 58.14, 38.32, 3.54,940961
41071,17.14, 55.55, 38.41, 5.73,8d0e61
42001,28.08, 59.78, 31.70, 8.35,981550
42003,14.03, 37.09, 51.12, 11.18,5e1c82
42005,0.70, 46.56, 45.86, 7.43,761274
42007,20.89, 34.46, 55.34, 9.72,57188d
42009,34.85, 63.46, 28.61, 7.88,a11448
42011,0.68, 46.48, 45.79, 7.43,761274
42013,26.87, 59.59, 32.72, 7.55,971353
42015,32.93, 63.20, 30.26, 6.40,a1104d
42017,8.39, 48.63, 40.24, 10.62,7c1b66
42019,4.86, 47.73, 42.87, 9.14,79176d
42021,10.04, 42.05, 52.08, 5.67,6b0e84
42023,23.24, 58.96, 35.73, 5.15,960d5b
42025,3.15, 46.13, 49.28, 4.41,750b7d
42027,16.48, 55.61, 39.13, 4.87,8d0c63
42029,23.93, 57.19, 33.25, 9.32,911754
42031,18.97, 56.00, 37.03, 6.80,8e115e
42033,7.21, 49.62, 42.41, 7.72,7e136c
42035,1.94, 48.59, 46.65, 4.63,7b0b76
42037,18.06, 54.89, 36.83, 8.08,8b145d
42039,12.92, 53.11, 40.19, 6.49,871066
42041,32.62, 61.54, 28.93, 9.15,9c1749
42043,28.02, 59.17, 31.15, 9.21,96174f
42045,10.16, 50.21, 40.05, 9.40,801766
42047,4.93, 44.09, 49.02, 6.73,70117d
42049,8.48, 43.20, 51.68, 4.88,6e0c83
42051,25.94, 31.83, 57.76, 10.07,511993
42053,25.49, 59.40, 33.91, 6.54,971056
42055,21.86, 54.40, 32.54, 12.95,8a2152
42057,25.82, 55.37, 29.55, 14.90,8d254b
42059,21.52, 35.41, 56.93, 7.60,5a1391
42061,30.98, 61.82, 30.83, 7.19,9d124e
42063,9.33, 51.03, 41.70, 7.12,82126a
42065,18.40, 55.67, 37.28, 6.97,8d115f
42067,24.99, 58.76, 33.76, 7.38,951256
42069,19.15, 38.80, 57.96, 3.09,620793
42071,37.01, 64.59, 27.58, 7.57,a41346
42073,6.19, 42.60, 48.78, 8.43,6c157c
42075,36.16, 64.16, 28.01, 7.59,a31347
42077,3.38, 49.53, 46.15, 4.09,7e0a75
42079,15.34, 39.79, 55.13, 4.78,650c8c
42081,15.93, 54.70, 38.76, 6.34,8b1062
42083,23.74, 59.67, 35.93, 4.23,980a5b
42085,0.65, 47.11, 46.46, 6.18,780f76
42087,16.68, 55.33, 38.65, 5.84,8d0e62
42089,14.19, 53.33, 39.14, 7.14,871263
42091,15.02, 54.32, 39.30, 5.98,8a0f64
42093,17.57, 55.04, 37.47, 7.33,8c125f
42095,13.47, 41.00, 54.47, 4.19,680a8a
42097,12.78, 53.38, 40.60, 5.86,880e67
42099,34.21, 61.34, 27.14, 11.26,9c1c45
42101,31.95, 29.90, 61.85, 7.47,4c139d
42103,36.30, 64.23, 27.93, 7.62,a31347
42105,34.06, 63.40, 29.34, 7.11,a1124a
42107,2.89, 48.53, 45.64, 5.72,7b0e74
42109,50.60, 71.64, 21.05, 7.14,b61235
42111,19.39, 56.63, 37.24, 5.97,900f5e
42113,20.70, 56.76, 36.06, 6.97,90115b
42115,30.94, 62.04, 31.10, 6.62,9e104f
42117,41.91, 67.07, 25.16, 7.68,ab1340
42119,46.06, 69.69, 23.64, 6.30,b1103c
42121,18.24, 56.14, 37.90, 5.75,8f0e60
42123,15.79, 55.67, 39.88, 4.23,8d0a65
42125,23.28, 32.98, 56.26, 10.61,541b8f
42127,39.45, 66.39, 26.94, 6.40,a91044
42129,19.91, 35.08, 54.98, 9.70,59188c
42131,34.97, 64.09, 29.12, 6.63,a3104a
42133,19.60, 55.30, 35.69, 8.63,8d165b
44001,21.35, 38.01, 59.36, 2.48,600697
44003,21.62, 37.07, 58.69, 4.15,5e0a95
44005,20.65, 37.74, 58.39, 3.75,600994
44007,39.54, 28.11, 67.64, 4.14,470aac
44009,8.25, 43.40, 51.65, 4.80,6e0c83
45001,30.42, 20.77, 24.40, 54.82,348b3e
45003,12.59, 44.76, 23.06, 32.17,72523a
45005,16.13, 29.72, 45.84, 24.44,4b3e74
45007,28.90, 24.33, 22.43, 53.23,3e8739
45009,4.74, 27.70, 38.52, 33.78,465662
45011,8.49, 31.25, 29.01, 39.74,4f6549
45013,9.21, 36.29, 45.49, 18.22,5c2e73
45015,2.02, 28.89, 36.56, 34.55,49585d
45017,7.73, 28.74, 39.49, 31.76,495064
45019,10.63, 43.45, 32.83, 23.72,6e3c53
45021,26.58, 27.19, 19.04, 53.77,458930
45023,0.04, 33.71, 33.75, 32.54,555256
45025,11.36, 25.47, 31.59, 42.95,406d50
45027,17.78, 27.85, 45.62, 26.53,474374
45029,1.89, 34.67, 32.55, 32.78,585353
45031,2.03, 35.38, 27.20, 37.42,5a5f45
45033,3.25, 35.73, 32.48, 31.79,5b5152
45035,2.94, 31.21, 35.87, 32.93,4f535b
45037,11.81, 43.07, 31.26, 25.67,6d414f
45039,23.33, 27.14, 50.47, 22.39,453980
45041,3.40, 36.19, 32.79, 31.02,5c4f53
45043,8.39, 32.62, 41.01, 26.36,534368
45045,27.43, 52.91, 21.61, 25.48,864037
45047,7.73, 33.37, 25.52, 41.10,556841
45049,8.34, 31.95, 40.29, 27.76,514666
45051,19.09, 26.97, 26.97, 46.06,447544
45053,10.30, 20.31, 44.99, 34.69,335872
45055,1.12, 38.56, 24.00, 37.44,625f3d
45057,0.09, 37.75, 24.41, 37.84,60603e
45059,4.41, 39.75, 24.91, 35.34,655a3f
45061,0.69, 22.23, 39.23, 38.54,386264
45063,13.10, 48.49, 16.12, 35.39,7b5a29
45065,10.45, 21.08, 44.69, 34.24,355771
45067,4.53, 36.85, 41.38, 21.77,5d3769
45069,2.38, 31.34, 35.52, 33.14,4f545a
45071,7.50, 42.35, 22.81, 34.85,6b583a
45073,22.67, 27.94, 21.44, 50.61,478136
45075,8.59, 24.20, 42.20, 33.60,3d556b
45077,18.40, 51.63, 15.14, 33.23,835426
45079,15.58, 50.96, 35.37, 13.67,81225a
45081,13.95, 30.53, 24.99, 44.48,4d713f
45083,1.78, 38.69, 24.40, 36.91,625e3e
45085,4.00, 33.43, 37.42, 29.15,554a5f
45087,15.99, 30.50, 23.00, 46.50,4d763a
45089,19.25, 28.08, 47.33, 24.59,473e78
45091,2.44, 37.48, 27.49, 35.04,5f5946
46003,0.76, 46.71, 47.47, 5.82,770e79
46005,11.57, 42.66, 54.23, 3.11,6c078a
46007,16.87, 53.93, 37.06, 9.00,89165e
46009,14.56, 55.01, 40.45, 4.54,8c0b67
46011,18.22, 57.84, 39.62, 2.54,930665
46013,4.24, 45.95, 50.20, 3.85,750980
46015,6.68, 43.94, 50.62, 5.44,700d81
46017,0.72, 47.11, 47.83, 5.05,780c79
46019,32.49, 63.28, 30.79, 5.93,a10f4e
46021,63.30, 79.27, 15.97, 4.76,ca0c28
46023,5.90, 44.77, 50.67, 4.56,720b81
46025,8.91, 52.50, 43.59, 3.91,85096f
46027,5.54, 51.28, 45.74, 2.99,820774
46029,3.62, 46.49, 50.11, 3.41,76087f
46031,14.29, 55.15, 40.87, 3.98,8c0a68
46033,20.16, 55.38, 35.22, 9.40,8d1759
46035,3.68, 50.12, 46.44, 3.43,7f0876
46037,8.52, 43.81, 52.33, 3.87,6f0985
46039,12.27, 53.26, 40.99, 5.75,870e68
46041,12.32, 52.72, 40.39, 6.89,861166
46043,44.74, 70.68, 25.94, 3.37,b40842
46045,10.51, 52.18, 41.67, 6.16,850f6a
46047,28.38, 59.57, 31.19, 9.24,97174f
46049,8.83, 49.48, 40.65, 9.88,7e1967
46051,8.46, 51.81, 43.35, 4.84,840c6e
46053,16.35, 54.40, 38.05, 7.54,8a1361
46055,30.68, 60.96, 30.28, 8.76,9b164d
46057,17.09, 56.36, 39.27, 4.37,8f0b64
46059,17.07, 54.78, 37.72, 7.50,8b1360
46061,4.17, 50.08, 45.91, 4.00,7f0a75
46063,33.30, 63.02, 29.72, 7.26,a0124b
46065,29.50, 61.46, 31.96, 6.58,9c1051
46067,41.55, 69.07, 27.52, 3.41,b00846
46069,16.15, 53.81, 37.66, 8.53,891560
46071,25.21, 56.80, 31.60, 11.60,901d50
46073,14.25, 55.57, 41.32, 3.11,8d0769
46075,20.24, 55.75, 35.52, 8.73,8e165a
46077,20.55, 58.42, 37.87, 3.71,940960
46079,10.86, 53.68, 42.81, 3.51,88086d
46081,25.33, 60.23, 34.90, 4.86,990c58
46083,23.85, 59.89, 36.03, 4.08,980a5b
46085,22.86, 57.87, 35.00, 7.13,931259
46087,8.05, 51.55, 43.50, 4.95,830c6e
46089,65.50, 80.34, 14.85, 4.81,cc0c25
46091,1.50, 47.01, 48.51, 4.47,770b7b
46093,20.44, 56.19, 35.75, 8.06,8f145b
46095,18.60, 55.70, 37.10, 7.20,8e125e
46097,8.78, 43.69, 52.47, 3.85,6f0985
46099,9.74, 53.31, 43.57, 3.12,87076f
46101,2.17, 48.87, 46.70, 4.43,7c0b77
46103,13.05, 53.29, 40.24, 6.47,871066
46105,25.35, 60.38, 35.03, 4.59,990b59
46107,22.39, 57.81, 35.42, 6.77,93115a
46109,8.17, 42.68, 50.85, 6.46,6c1081
46111,3.30, 49.71, 46.41, 3.88,7e0976
46113,37.25, 29.68, 66.93, 3.40,4b08aa
46115,12.23, 42.08, 54.30, 3.62,6b098a
46117,11.99, 51.58, 39.59, 8.84,831664
46119,28.44, 60.09, 31.64, 8.27,991550
46121,17.26, 38.78, 56.05, 5.17,620d8e
46123,22.86, 58.25, 35.39, 6.37,94105a
46125,39.49, 67.61, 28.12, 4.27,ac0a47
46127,4.45, 49.70, 45.25, 5.06,7e0c73
46129,25.34, 60.19, 34.84, 4.97,990c58
46135,17.54, 56.08, 38.54, 5.39,8f0d62
46137,11.59, 52.58, 40.98, 6.44,861068
47001,13.95, 47.04, 33.09, 19.87,773254
47003,20.07, 22.30, 28.81, 48.88,387c49
47005,16.46, 30.70, 22.15, 47.16,4e7838
47007,16.42, 46.65, 30.23, 23.12,763a4d
47009,33.92, 57.10, 23.17, 19.73,91323b
47011,19.97, 50.01, 19.95, 30.04,7f4c32
47013,22.93, 52.54, 29.61, 17.85,852d4b
47015,21.45, 25.55, 26.50, 47.95,417a43
47017,5.11, 41.80, 21.50, 36.70,6a5d36
47019,44.12, 64.68, 14.76, 20.56,a43425
47021,43.59, 16.96, 19.73, 63.31,2ba132
47023,14.65, 32.79, 19.77, 47.44,537832
47025,34.43, 59.75, 25.32, 14.93,982640
47027,7.61, 42.13, 34.52, 23.34,6b3b58
47029,57.85, 72.80, 12.25, 14.95,b9261f
47031,13.04, 29.87, 27.21, 42.91,4c6d45
47033,42.96, 20.71, 15.62, 63.67,34a227
47035,27.38, 51.81, 23.75, 24.43,843e3c
47037,2.45, 32.34, 32.61, 35.06,525953
47039,3.52, 36.79, 22.90, 40.31,5d663a
47041,0.41, 39.33, 21.75, 38.92,646337
47043,21.19, 18.99, 29.91, 51.10,30824c
47045,28.18, 26.41, 19.00, 54.59,438b30
47047,6.02, 13.34, 40.32, 46.34,227666
47049,34.75, 57.80, 19.14, 23.05,933a30
47051,26.84, 18.62, 27.27, 54.11,2f8945
47053,20.54, 26.77, 25.92, 47.31,447842
47055,23.72, 17.01, 29.64, 53.36,2b884b
47057,48.90, 67.26, 18.36, 14.38,ab242e
47059,36.68, 58.26, 21.58, 20.16,943337
47061,9.39, 17.33, 36.64, 46.03,2c755d
47063,36.19, 57.86, 21.67, 20.48,933437
47065,3.28, 34.54, 27.64, 37.82,586046
47067,57.32, 72.88, 15.57, 11.55,b91d27
47069,20.93, 20.18, 29.45, 50.38,33804b
47071,9.16, 45.55, 18.05, 36.40,745c2e
47073,39.15, 60.78, 21.64, 17.58,9a2c37
47075,18.65, 20.51, 30.42, 49.07,347d4d
47077,21.79, 51.99, 17.81, 30.20,844d2d
47079,3.35, 23.89, 36.38, 39.73,3c655c
47081,30.13, 17.33, 26.27, 56.40,2c8f42
47083,16.86, 12.82, 35.16, 52.02,208459
47085,16.18, 19.90, 31.96, 48.14,327a51
47087,7.92, 24.90, 41.51, 33.59,3f5569
47089,48.86, 67.11, 18.25, 14.65,ab252e
47091,67.57, 79.02, 11.44, 9.54,c9181d
47093,25.19, 52.44, 27.25, 20.31,853345
47095,21.80, 16.99, 30.61, 52.41,2b854e
47097,21.59, 15.99, 31.21, 52.80,28864f
47099,3.32, 41.26, 20.81, 37.93,696035
47101,3.58, 17.91, 42.83, 39.25,2d646d
47103,32.73, 16.14, 25.56, 58.29,299441
47105,29.24, 54.58, 20.07, 25.34,8b4033
47107,27.85, 52.92, 25.07, 22.00,86383f
47109,1.48, 41.21, 19.05, 39.73,696530
47111,30.24, 58.04, 14.16, 27.80,944624
47113,15.55, 29.14, 26.17, 44.69,4a7142
47115,12.88, 30.59, 25.94, 43.47,4e6e42
47117,30.32, 19.68, 25.00, 55.32,328d3f
47119,32.52, 20.88, 23.30, 55.82,358e3b
47121,14.18, 43.81, 29.63, 26.56,6f434b
47123,20.49, 53.38, 32.89, 13.73,882353
47125,0.69, 22.52, 38.39, 39.09,396361
47127,35.76, 15.71, 24.26, 60.03,28993d
47129,20.40, 47.46, 25.48, 27.06,794540
47131,24.21, 25.92, 23.94, 50.13,427f3d
47133,8.30, 31.25, 39.54, 29.21,4f4a64
47135,2.86, 25.58, 35.78, 38.64,41625b
47137,32.19, 59.41, 27.22, 13.37,972245
47139,8.81, 45.02, 36.21, 18.77,722f5c
47141,1.47, 35.83, 34.36, 29.81,5b4c57
47143,3.20, 40.70, 21.81, 37.50,675f37
47145,16.19, 45.74, 24.70, 29.55,744b3e
47147,19.81, 22.47, 28.86, 48.67,397c49
47149,16.91, 24.72, 29.18, 46.10,3f754a
47151,34.25, 58.24, 23.99, 17.77,942d3d
47153,15.65, 29.82, 24.70, 45.48,4c733e
47155,60.22, 74.67, 10.88, 14.45,be241b
47157,1.94, 31.66, 35.14, 33.20,505459
47159,8.89, 24.96, 33.07, 41.97,3f6b54
47161,0.63, 17.43, 40.97, 41.60,2c6a68
47163,25.63, 50.60, 24.44, 24.96,813f3e
47165,18.64, 27.41, 26.54, 46.05,457543
47167,34.04, 16.86, 24.55, 58.59,2a953e
47169,2.82, 15.80, 43.51, 40.69,28676e
47171,47.58, 65.49, 17.91, 16.59,a62a2d
47173,48.74, 66.71, 17.97, 15.31,aa272d
47175,16.13, 29.30, 25.27, 45.43,4a7340
47177,22.91, 24.07, 26.51, 49.42,3d7e43
47179,34.97, 56.66, 21.68, 21.66,903737
47181,29.27, 58.51, 12.25, 29.24,954a1f
47183,17.79, 30.50, 21.21, 48.29,4d7b36
47185,3.49, 29.91, 33.30, 36.79,4c5d54
47187,21.39, 28.69, 21.23, 50.08,497f36
47189,24.18, 24.21, 25.81, 49.98,3d7f41
48001,2.65, 29.86, 36.40, 33.75,4c565c
48003,2.42, 38.53, 25.37, 36.10,625c40
48005,5.88, 29.16, 32.48, 38.36,4a6152
48007,5.38, 39.63, 45.01, 15.36,652772
48009,28.51, 26.98, 55.49, 17.52,442c8d
48011,14.13, 46.12, 31.99, 21.89,753751
48013,14.06, 35.41, 49.47, 15.12,5a267e
48015,15.43, 45.27, 29.83, 24.90,733f4c
48017,13.84, 45.90, 32.06, 22.01,753851
48019,17.06, 46.78, 29.72, 23.50,773b4b
48021,24.08, 28.43, 52.51, 19.05,483085
48023,18.81, 30.36, 49.17, 20.47,4d347d
48025,17.35, 35.98, 53.34, 10.62,5b1b88
48027,29.26, 26.98, 56.24, 16.77,442a8f
48029,12.10, 39.46, 51.56, 8.98,641683
48031,0.41, 42.14, 42.55, 15.31,6b276c
48033,10.36, 30.31, 40.67, 29.02,4d4a67
48035,11.22, 35.12, 46.34, 18.54,592f76
48037,3.56, 30.44, 33.00, 36.56,4d5d54
48039,2.68, 35.32, 38.00, 26.66,5a4360
48041,3.47, 43.90, 40.43, 15.64,6f2767
48043,8.03, 37.78, 45.82, 16.36,602974
48045,10.10, 35.49, 45.60, 18.91,5a3074
48047,52.61, 20.51, 73.12, 6.37,3410ba
48049,11.65, 34.84, 46.49, 18.67,582f76
48051,24.12, 27.31, 51.43, 21.27,453683
48053,10.48, 36.68, 47.16, 16.16,5d2978
48055,28.99, 27.33, 56.32, 16.32,45298f
48057,17.57, 31.25, 48.82, 19.91,4f327c
48059,16.67, 29.75, 46.41, 23.80,4b3c76
48061,13.44, 39.82, 53.26, 6.92,651187
48063,6.83, 19.13, 43.85, 37.02,305e6f
48065,11.43, 45.10, 33.67, 21.23,733655
48067,4.72, 26.26, 34.50, 39.22,426457
48069,5.21, 36.40, 41.61, 21.95,5c376a
48071,3.11, 29.42, 33.74, 36.85,4b5d56
48073,5.71, 26.80, 33.74, 39.46,446456
48075,1.74, 37.88, 39.62, 22.51,603965
48077,20.07, 29.49, 49.56, 20.95,4b357e
48079,5.21, 33.62, 38.83, 27.55,554663
48081,15.19, 33.39, 48.58, 17.95,552d7b
48083,1.41, 36.68, 35.26, 28.06,5d4759
48085,3.54, 39.93, 36.39, 23.67,653c5c
48087,1.76, 36.83, 38.59, 24.57,5d3e62
48089,5.88, 42.22, 36.34, 21.39,6b365c
48091,19.49, 54.34, 34.84, 10.79,8a1b58
48093,13.19, 34.81, 48.00, 17.16,582b7a
48095,8.20, 37.03, 45.23, 17.75,5e2d73
48097,13.73, 47.96, 34.22, 17.82,7a2d57
48099,22.01, 28.99, 51.00, 20.01,493382
48101,37.15, 21.00, 58.15, 20.85,353594
48103,12.57, 28.95, 29.24, 41.81,496a4a
48105,4.56, 37.45, 42.02, 20.53,5f346b
48107,24.96, 30.46, 55.42, 14.12,4d248d
48109,4.14, 38.55, 42.69, 18.76,622f6c
48111,20.02, 49.30, 29.28, 21.41,7d364a
48113,16.61, 50.66, 34.06, 15.28,812656
48115,12.61, 46.33, 33.72, 19.94,763255
48117,19.71, 52.49, 32.78, 14.66,852553
48119,29.86, 19.66, 55.10, 25.24,32408c
48121,4.02, 43.59, 39.56, 16.85,6f2a64
48123,13.69, 49.37, 35.68, 14.95,7d265a
48125,24.97, 27.90, 52.87, 19.23,473186
48127,18.80, 35.18, 53.98, 10.66,591b89
48129,16.78, 50.15, 33.37, 16.47,7f2955
48131,80.17, 8.57, 88.74, 2.70,1506e2
48133,6.79, 38.63, 45.42, 15.95,622873
48135,7.69, 43.02, 21.65, 35.33,6d5a37
48137,40.85, 64.01, 23.16, 12.83,a3203b
48139,13.57, 31.44, 45.01, 23.52,503b72
48141,3.39, 44.55, 47.94, 7.50,71137a
48143,11.65, 36.46, 48.11, 15.43,5c277a
48145,28.53, 23.60, 52.47, 23.93,3c3d85
48147,31.63, 22.08, 54.77, 23.14,383b8b
48149,9.47, 41.21, 31.74, 27.05,694450
48151,42.14, 23.27, 65.41, 11.24,3b1ca6
48153,4.42, 40.50, 36.08, 23.42,673b5c
48155,38.65, 22.09, 60.74, 17.18,382b9a
48157,0.69, 39.72, 39.02, 21.25,653663
48159,24.84, 24.18, 50.33, 25.49,3d4080
48161,24.36, 23.41, 50.48, 26.12,3b4280
48163,22.00, 32.69, 54.69, 12.62,53208b
48165,8.89, 39.68, 30.78, 29.37,654a4e
48167,18.66, 30.86, 49.52, 19.63,4e327e
48169,2.83, 37.05, 39.88, 23.07,5e3a65
48171,54.08, 71.74, 17.66, 10.52,b61a2d
48173,0.67, 37.81, 23.71, 38.48,60623c
48175,1.09, 45.52, 44.43, 10.05,741971
48177,10.34, 33.63, 43.97, 22.40,553970
48179,33.04, 55.53, 21.99, 22.48,8d3938
48181,10.31, 34.81, 45.12, 20.06,583373
48183,5.06, 40.13, 24.80, 35.07,66593f
48185,11.26, 30.52, 41.79, 27.69,4d466a
48187,8.82, 47.59, 38.77, 13.63,792262
48189,13.62, 45.60, 31.98, 22.42,743951
48191,12.81, 33.84, 46.65, 19.51,563176
48193,5.29, 44.67, 39.38, 15.95,712864
48195,42.14, 62.11, 17.92, 19.97,9e322d
48197,10.67, 34.25, 44.92, 20.83,573572
48199,12.24, 22.41, 32.66, 44.90,397253
48201,4.15, 42.90, 38.75, 18.35,6d2e62
48203,2.62, 26.29, 35.55, 38.16,43615a
48205,25.69, 51.47, 25.78, 22.76,833a41
48207,36.59, 22.20, 58.80, 19.00,383095
48209,25.12, 32.23, 57.35, 10.40,521a92
48211,23.00, 53.77, 30.77, 15.46,89274e
48213,7.84, 29.19, 39.32, 31.48,4a5064
48215,15.18, 38.95, 54.13, 6.92,63118a
48217,23.02, 25.93, 48.95, 25.10,42407c
48219,2.62, 36.85, 39.47, 23.69,5d3c64
48221,26.01, 27.44, 53.45, 19.02,453088
48223,11.83, 28.65, 41.59, 29.76,494b6a
48225,11.54, 22.30, 44.60, 33.06,385471
48227,0.81, 36.30, 37.11, 26.56,5c435e
48229,0.57, 40.31, 40.88, 18.67,662f68
48231,1.04, 36.04, 37.08, 26.88,5b445e
48233,18.66, 47.43, 23.81, 28.76,78493c
48235,4.90, 43.06, 38.16, 18.78,6d2f61
48237,6.40, 37.00, 43.39, 19.61,5e326e
48239,6.07, 33.55, 39.62, 26.71,554465
48241,6.52, 25.60, 33.94, 40.46,416756
48243,9.68, 38.51, 48.19, 13.31,62217a
48245,5.17, 33.40, 38.57, 28.03,554762
48247,67.72, 14.34, 82.06, 3.41,2408d1
